Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20240116,PO,POLICE,PO 0141,NEW 40TH PRECINCT STATION HOUSE,C,2025,270774,0,0,0
20240116,PO,POLICE,PO 0185,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",C,2025,14477498,6921000,0,0
20240116,PO,POLICE,PO D001,"POLICE DEPARTMENT BUILDINGS, IMPROVEMENTS, CITYWIDE",C,2025,67820,0,0,0
20240116,PO,POLICE,PO D079,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, CITYWIDE",C,2025,4068746,0,0,0
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0016,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",C,2025,45941673,187511000,182435000,193022000
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,C,2025,10390155,5244000,9846000,11745000
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0025,ENERGY EFFICIENCY AND SUSTAINABILITY,C,2025,158836219,453083000,360489000,50823000
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0100,CITYWIDE RESILIENCY MEASURES,C,2025,31115429,303518000,85801000,14581000
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0100,CITYWIDE RESILIENCY MEASURES,P,2025,64587488,9027000,507000,0
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0200,CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES,C,2025,0,101473047,25335000,0
20240116,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU D016,"PURCHASE OF ELECTRONIC DATA PROCESSING MACHINES, CITYWIDE",C,2025,212992,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0001,LOUIS ARMSTRONG HOUSE,C,2025,0,0,0,250076
20240116,PV,CULTURAL INSTITUTIONS,PV 0022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",C,2025,0,0,0,211681
20240116,PV,CULTURAL INSTITUTIONS,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,C,2025,0,0,26000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2025,0,0,359920,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",P,2025,420,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",C,2025,2722000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",C,2025,3846027,2500000,150000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",C,2025,0,0,0,178192
20240116,PV,CULTURAL INSTITUTIONS,PV 0289,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",C,2025,0,87947,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2025,159843,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2025,0,0,359455,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0466,"QUEENS THEATER IN THE PARK, IMPROVEMENTS",C,2025,184000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2025,8017604,14051000,6828000,4962000
20240116,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",F,2025,24178060,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",C,2025,450121,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0475,NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.,C,2025,0,72402,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",C,2025,453000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0489,"LINCOLN CENTER, IMPROVEMENT AND RENOVATION OF SITE",C,2025,0,0,3648999,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0490,"SNUG HARBOR, IMPROVEMENTS",C,2025,0,0,0,4429839
20240116,PV,CULTURAL INSTITUTIONS,PV 0520,"WEEKSVILLE, IMPROVEMENTS",C,2025,0,0,0,334634
20240116,PV,CULTURAL INSTITUTIONS,PV 0788,THE 122 COMMUNITY CENTER INC.,C,2025,8390,407000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,C,2025,0,0,0,4000000
20240116,PV,CULTURAL INSTITUTIONS,PV 0N02S,NATIONAL SEPTEMBER 11 MEMORIAL & MUSEUM,C,2025,78000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N03H,NEW YORK STUDIO SCHOOL,C,2025,0,0,0,350000
20240116,PV,CULTURAL INSTITUTIONS,PV 0N03P,PIONEER WORKS ART FOUNDATION,C,2025,0,0,40000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",C,2025,982000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N143,ELAINE KAUFMAN CULTURAL CENTER,C,2025,0,0,307350,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N144,STREB/RINGSIDE,C,2025,229000,443000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N195,"AN CLAIDHEAMH SOLUIS, INC. / IRISH ARTS CENTER",C,2025,0,0,0,250000
20240116,PV,CULTURAL INSTITUTIONS,PV 0N209,JEWISH CHILDREN'S MUSEUM,C,2025,0,0,375000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N222,JOYCE THEATER,C,2025,0,129874,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N274,"MOVING IMAGE, INC. / FILM FORUM",C,2025,0,204000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N288,NATIONAL MUSEUM OF THE AMERICAN INDIAN,C,2025,0,0,82000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N304,NEW YORK HISTORICAL SOCIETY,C,2025,0,0,0,16750000
20240116,PV,CULTURAL INSTITUTIONS,PV 0N329,"PLAYWRIGHTS HORIZONS, INC.",C,2025,0,30000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N333,PREGONES THEATER,C,2025,0,3424029,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N354,ROUNDABOUT THEATRE COMPANY,C,2025,0,14326,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N362,ST. ANN'S WAREHOUSE/ARTS AT ST. ANN'S,C,2025,0,50000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N394,SOUTH STREET SEAPORT MUSEUM,C,2025,0,0,9655624,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N424,"HALEAKALA, INC. D/B/A THE KITCHEN",C,2025,0,0,3000000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N591,THE POINT COMMUNITY DEVELOPMENT CORPORATION,C,2025,63000,0,375000,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N655,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",C,2025,0,4389760,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N818,RATTLESTICK PRODUCTIONS INC.,C,2025,0,12013,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N829,"AARON DAVIS HALL, INC.",C,2025,0,121000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N958,"SOCIETY OF ILLUSTRATORS, INC.",C,2025,0,140000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N963,"THE BARROW GROUP, INC.",C,2025,0,63000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV 0N986,"EPISCOPAL ACTORS' GUILD OF AMERICA, INC.",C,2025,0,69000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV D001,LOUIS ARMSTRONG HOUSE,C,2025,0,52000,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV D101,"MUSEUM OF JEWISH HERITAGE, IMPROVEMENTS",C,2025,0,0,51065,0
20240116,PV,CULTURAL INSTITUTIONS,PV D234,CLEMENTE SOTO VELEZ,C,2025,4822000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV D262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",C,2025,0,0,1758659,0
20240116,PV,CULTURAL INSTITUTIONS,PV D274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, RECON AND IMPROVEMENTS",C,2025,0,0,0,3881371
20240116,PV,CULTURAL INSTITUTIONS,PV D302,"STATEN ISLAND INSTITUTE OF ARTS AND SCIENCES, IMPROVEMENTS",C,2025,326129,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV D341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2025,0,1299149,390000,0
20240116,PV,CULTURAL INSTITUTIONS,PV D467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2025,0,0,2162565,559000
20240116,PV,CULTURAL INSTITUTIONS,PV D477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",C,2025,31752,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV D490,"SNUG HARBOR, IMPROVEMENTS",C,2025,0,0,0,798480
20240116,PV,CULTURAL INSTITUTIONS,PV D501,"P.S.1 (ART INSTITUTE),  QUEENS, RECONSTRUCTION AND IMPROVEMENTS",C,2025,0,0,0,178
20240116,PV,CULTURAL INSTITUTIONS,PV D502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2025,0,0,0,263848
20240116,PV,CULTURAL INSTITUTIONS,PV DN031,"ARC ON 4TH STREET, INC. (ARTISTS, RESIDENCE, COMMUNITY)",C,2025,0,0,0,1443
20240116,PV,CULTURAL INSTITUTIONS,PV DN074,NEW YORK BOTANICAL GARDEN,C,2025,0,0,0,320
20240116,PV,CULTURAL INSTITUTIONS,PV DN123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",C,2025,259097,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN131,DOWNTOWN ART/ALPHA OMEGA YOUTH CENTER,C,2025,20,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN144,STREB/RINGSIDE,C,2025,0,0,365,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN161,FOURTH ARTS BLOCK,C,2025,0,0,0,1998
20240116,PV,CULTURAL INSTITUTIONS,PV DN198,NOGUCHI MUSEUM,C,2025,0,0,279,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN222,JOYCE THEATER,C,2025,0,0,878,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN345,"SPANISH THEATRE REPERTORY COMPANY, LTD. D/B/A REPERTORIO ESPANOL",C,2025,221,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN375,SECOND STAGE THEATER,C,2025,257172,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN411,TEATRO CIRCULO,C,2025,0,17946,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN464,"ROULETTE INTERMEDIUM, INC.",C,2025,0,151,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN669,NUYORICAN POETS CAFE,C,2025,67000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN856,"YOUNG PEOPLE'S CHORUS OF NEW YORK CITY, INC.",C,2025,133726,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV DN949,ARS NOVA THEATER,C,2025,0,0,0,82137
20240116,PV,CULTURAL INSTITUTIONS,PV DN995,"BRONX DOCUMENTARY CENTER, INC.",C,2025,0,294,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV K262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",C,2025,487051,59000,794000,0
20240116,PV,CULTURAL INSTITUTIONS,PV KN028,ISSUE PROJECT ROOM,C,2025,749,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV KN767,"ROOFTOP FILMS, INC",C,2025,366,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV M234,CLEMENTE SOTO VELEZ,C,2025,550000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV M467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2025,0,0,175667,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN01S,"THE CENTER FOR BOOK ARTS, INC.",C,2025,229,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",C,2025,50000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN204,JAZZ AT LINCOLN CENTER,C,2025,0,0,0,35000
20240116,PV,CULTURAL INSTITUTIONS,PV MN354,ROUNDABOUT THEATRE COMPANY,C,2025,0,78,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN375,SECOND STAGE THEATER,C,2025,100000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN394,SOUTH STREET SEAPORT MUSEUM,C,2025,0,0,12,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN409,SYMPHONY SPACE,C,2025,0,225,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN694,SOCIETY OF THE EDUCATIONAL ARTS,C,2025,140,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN831,"GINA GIBNEY DANCE, INC.",C,2025,0,79,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN856,"YOUNG PEOPLE'S CHORUS OF NEW YORK CITY, INC.",C,2025,58000,0,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV MN933,BLOOMINGDALE SCHOOL OF MUSIC,C,2025,0,0,0,428
20240116,PV,CULTURAL INSTITUTIONS,PV MN962,"THE TANK, LTD.",C,2025,0,6,0,0
20240116,PV,CULTURAL INSTITUTIONS,PV Q502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2025,0,0,0,48691
20240116,PV,CULTURAL INSTITUTIONS,PV R490,"SNUG HARBOR, IMPROVEMENTS",C,2025,97412,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",C,2025,61547850,174473000,168091000,32836000
20240116,PW,PUBLIC BUILDINGS,PW 0080,"2 LAFAYETTE STREET, MANHATTAN",C,2025,5064224,11176000,1236000,12500000
20240116,PW,PUBLIC BUILDINGS,PW 0193,"MUNICIPAL BUILDING, MANHATTAN, SPACE ALTERATIONS",C,2025,0,64732969,0,0
20240116,PW,PUBLIC BUILDINGS,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",C,2025,0,0,15303,0
20240116,PW,PUBLIC BUILDINGS,PW 0266,"125 WORTH STREET, MANHATTAN",C,2025,50000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW 0282,"ADA COMPLIANCE, CITYWIDE",C,2025,161,0,18000000,0
20240116,PW,PUBLIC BUILDINGS,PW 0291,BROOKLYN BOROUGH HALL,C,2025,100000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW 0293,"FIRE PROTECTION IMPROVEMENTS, CITYWIDE",C,2025,0,0,5220117,32817000
20240116,PW,PUBLIC BUILDINGS,PW 0308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,C,2025,0,0,566729,640000
20240116,PW,PUBLIC BUILDINGS,PW 0310,"31 CHAMBERS STREET, MANHATTAN",C,2025,0,0,364996,0
20240116,PW,PUBLIC BUILDINGS,PW 0311,"SURVEYS IN CONNECTION WITH CAPITAL PROJECTS, CITYWIDE",C,2025,7531214,1899000,1316000,151000
20240116,PW,PUBLIC BUILDINGS,PW 0316,"280 BROADWAY, MANHATTAN",C,2025,0,0,52775000,500000
20240116,PW,PUBLIC BUILDINGS,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,C,2025,296,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,C,2025,10102404,4234000,1422000,2838000
20240116,PW,PUBLIC BUILDINGS,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",C,2025,1888522,2380000,1582000,0
20240116,PW,PUBLIC BUILDINGS,PW 0340,BOARD OF ELECTIONS,C,2025,0,0,9511999,0
20240116,PW,PUBLIC BUILDINGS,PW 0348,VAPOR CONTROL IMPROVEMENTS,C,2025,33946632,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW 0357,"253 BROADWAY, MANHATTAN",C,2025,0,0,17125029,0
20240116,PW,PUBLIC BUILDINGS,PW D005,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",C,2025,0,0,0,1856296
20240116,PW,PUBLIC BUILDINGS,PW D308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,C,2025,0,0,0,99014
20240116,PW,PUBLIC BUILDINGS,PW DN004,92ND STREET YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION (YM&YWHA),C,2025,150000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN01G,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",C,2025,475,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN03G,THE CAMPAIGN AGAINST HUNGER (TCAH),C,2025,0,378000,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN061,NEW YORK LEGAL ASSISTANCE GROUP (NYLAG),C,2025,167055,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN237,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,C,2025,2085,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN318,"ON YOUR MARK, INC.",C,2025,0,0,0,577
20240116,PW,PUBLIC BUILDINGS,PW DN325,PER SCHOLAS,C,2025,483,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN506,FORTUNE SOCIETY,C,2025,437,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN671,ST JOHN'S BREAD AND LIFE PROGRAM,C,2025,79389,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN673,"CATHOLIC CHARITIES COMMUNITY SERVICES, ARCHDIOCESE OF NEW YORK",C,2025,0,0,629671,0
20240116,PW,PUBLIC BUILDINGS,PW DN705,"SHIELD OF DAVID, INC. (DBA ""THE SHIELD INSTITUTE"")",C,2025,262,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN722,QUEENS COMMUNITY HOUSE,C,2025,488,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN725,"BRONXWORKS, INC.",C,2025,516360,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN945,GRAND STREET SETTLEMENT,C,2025,341,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW DN984,"ASSOCIATION OF COMMUNITY EMPLOYMENT PROGRAMS FOR THE HOMELESS, INC.",C,2025,0,0,0,56815
20240116,PW,PUBLIC BUILDINGS,PW KN01U,THE YALDEINU SCHOOL,C,2025,88000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW KN02J,"VOICES OF COMMUNITY ACTIVISTS AND LEADERS, (VOCAL-NY) INC.",C,2025,0,0,0,510000
20240116,PW,PUBLIC BUILDINGS,PW MN01B,"HARLEM EDUCATIONAL ACTIVITIES FUND, INC.",C,2025,69000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW MN03J,TOURO COLLEGE,C,2025,90000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW XN583,RIVERDALE NEIGHBORHOOD HOUSE,C,2025,500000,0,0,0
20240116,PW,PUBLIC BUILDINGS,PW XN586,KIPS BAY BOYS AND GIRLS CLUB,C,2025,250,0,0,0
20240116,S,SANITATION,S  0111,"MARINE UNLOADING PLANTS AND TRUCK FILLS, ETC.",C,2025,0,1462747,0,0
20240116,S,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,C,2025,0,162429417,180222000,190631000
20240116,S,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,F,2025,998,0,0,0
20240116,S,SANITATION,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",C,2025,134529816,30326000,33750000,49659000
20240116,S,SANITATION,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",F,2025,0,1933768,0,0
20240116,S,SANITATION,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",C,2025,7110897,0,0,0
20240116,S,SANITATION,S  0219,"CONSTRUCTION, SANITATION GARAGE, DISTICT 1/2/5, MANHATTAN",C,2025,0,0,371111,0
20240116,S,SANITATION,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,C,2025,3322782,2569000,3942000,4491000
20240116,S,SANITATION,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",C,2025,82605975,0,158285000,0
20240116,SE,SEWERS,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,E,2025,0,0,36728411,42765000
20240116,SE,SEWERS,SE 0002,CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS,E,2025,0,0,0,6513000
20240116,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",E,2025,9762831,57807000,74321000,74040000
20240116,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",C,2025,1318999,0,0,0
20240116,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",E,2025,7347625,142847000,90814000,99030000
20240116,SE,SEWERS,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",C,2025,386000,0,0,0
20240116,SE,SEWERS,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",E,2025,12293204,32552000,62966000,622000
20240116,SE,SEWERS,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",E,2025,17073699,10210000,324000,4883000
20240116,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,C,2025,0,0,0,2397030
20240116,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,E,2025,641000,0,0,0
20240116,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),C,2025,37935578,54977000,19205000,97980000
20240116,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),E,2025,3220000,0,0,0
20240116,SE,SEWERS,SE 0100,PROFESSIONAL SERVICES FOR PREPARATION OF STORMWATER DRAINAGE PLANS,C,2025,0,0,4826000,5000000
20240116,SE,SEWERS,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",C,2025,25545639,3769000,2922000,25859000
20240116,SE,SEWERS,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",F,2025,800000,0,0,0
20240116,SE,SEWERS,SE 0200M,"CONSTRUCTION AND RECONSTRUCTION OF STORM WATER SEWERS, MANHATTAN",C,2025,1124809,0,0,0
20240116,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",C,2025,0,8894052,284140000,275360000
20240116,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",C,2025,0,26319452,170603000,78976000
20240116,SE,SEWERS,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",E,2025,51165279,4714000,46981000,12778000
20240116,SE,SEWERS,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",C,2025,50246,0,0,0
20240116,SE,SEWERS,SE 0758,"GUNITING OF SEWERS, CITYWIDE",E,2025,5376523,0,0,0
20240116,SE,SEWERS,SE 0944,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",P,2025,231999,0,0,0
20240116,SE,SEWERS,SE 1000,"CONSTRUCTION OF SEWER PROJECTS, CITYWIDE",C,2025,0,311654,0,0
20240116,T,TRANSIT AUTHORITY,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,C,2025,0,0,0,4000000
20240116,T,TRANSIT AUTHORITY,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",C,2025,0,0,0,1000000
20240116,T,TRANSIT AUTHORITY,T  0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",C,2025,0,0,35000000,35000000
20240116,T,TRANSIT AUTHORITY,T  0169,VARIOUS TRANSIT AUTHORITY PROJECTS AND PURCHASES,C,2025,2640,0,0,0
20240116,T,TRANSIT AUTHORITY,T  D005,"CONSTRUCTION, RECONSTRUCTION, ADDITIONS AND IMPROVEMENTS TO TRANSIT",C,2025,417,0,0,0
20240116,TD,TRANSPORTATION EQUIPMENT,TD 0018,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF TRANSPORTATION,C,2025,0,0,30114877,0
20240116,TD,TRANSPORTATION EQUIPMENT,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,C,2025,0,0,8035559,6435000
20240116,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",C,2025,0,95232266,9515000,4135000
20240116,TF,TRAFFIC,TF 0018,OFF STREET PARKING FACILITIES,C,2025,0,8987679,0,0
20240116,TF,TRAFFIC,TF D005,"TRAFFIC IMPROVEMENTS, CITYWIDE",C,2025,74554,0,0,0
20240116,W,WATER SUPPLY,W  0005,ADDITIONAL WATER SUPPLY EMERGENCY AND PERMANENT,E,2025,4833939,20277000,9000000,9000000
20240116,W,WATER SUPPLY,W  0010,CITY TUNNEL NO. 3 STAGE 1,E,2025,70662655,55000000,5000000,5000000
20240116,W,WATER SUPPLY,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",E,2025,40002258,74933000,400890000,31727000
20240116,W,WATER SUPPLY,W  0014,KENSICO - CITY TUNNEL,E,2025,983882095,90000000,20000000,586146000
20240116,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",C,2025,305513,183000,0,2000000
