Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20180713,PV,CULTURAL INSTITUTIONS,PV M289,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",C,2019,100000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV MN791,"THEATER FOR THE NEW CITY FOUNDATION, INC.",C,2019,50000,0,0,0
20180713,HB,HIGHWAY BRIDGES,HB 1010,"RECONSTRUCTION OF EAST 180TH STREET BRIDGE AT PARK AVENUE, THE BRONX",C,2019,1610000,22500000,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV M788,THE 122 COMMUNITY CENTER INC.,C,2019,100000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2019,579350,0,0,1000
20180713,F ,FIRE,F  0175,"FACILITY IMPROVEMENTS, CITYWIDE",C,2019,0,38276353,57500000,25000000
20180713,ED,ECONOMIC DEVELOPMENT,ED DN827,"KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW YORK, INC.",C,2019,1046000,0,0,0
20180713,WP,WATER POLLUTION CONTROL,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,C,2019,300000,300000,300000,600000
20180713,LQ,QUEENS BOROUGH PUB. LIB.,LQ 0122,"IMPROVEMENT OF BRANCHES INCLUDING FURNITURE AND EQUIPMENT, QUEENS",C,2019,15000000,0,46017129,41352000
20180713,PV,CULTURAL INSTITUTIONS,PV 0503,"CARNEGIE HALL, IMPROVEMENTS",C,2019,1500000,0,0,0
20180713,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,F,2019,0,0,0,35160
20180713,HL,HEALTH,HL DN025,EPISCOPAL HEALTH SERVICES INC. D/B/A ST. JOHN'S EPISCOPAL HOSPITAL.,C,2019,1025000,0,0,0
20180713,HD,HOUSING & DEVELOPMENT,HD 0010,LOW INCOME HOUSING TAX CREDIT (LIHTC) PROJECTS,C,2019,0,51539184,112150000,104104000
20180713,W ,WATER SUPPLY,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",E,2019,21811030,265000000,32500000,314500000
20180713,HD,HOUSING & DEVELOPMENT,HD M020,"NEW CONSTRUCTION - LOW AND MODERATE-MIDDLE INCOME PROGRAMS, MANHATTAN",C,2019,550000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN143,ELAINE KAUFMAN CULTURAL CENTER,C,2019,145000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN741,"CHINA INSTITUTE IN AMERICA, INC.",C,2019,100000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN989,"VINEYARD THEATRE AND WORKSHOP CENTER, INC.",C,2019,74000,0,0,0
20180713,HD,HOUSING & DEVELOPMENT,HD DN661,CONCOURSE VILLAGE,C,2019,250000,0,0,0
20180713,HL,HEALTH,HL DN084,"COMMUNITY HEALTH PROJECT, INC. D/B/A CALLEN-LORDE",C,2019,2739000,0,0,0
20180713,TF,TRAFFIC,TF 0002,"TRAFFIC INSTALLATIONS FOR BRIDGE, HIGHWAY & STREET PROJECTS, CITYWIDE",S,2019,4324175,0,0,0
20180713,ED,ECONOMIC DEVELOPMENT,ED 0384,"NEIGHBORHOOD REDEVELOPMENT, CITYWIDE",C,2019,0,166040347,279074000,100324000
20180713,EP,DEP EQUIPMENT,EP 0010,"INSTALLATION OF WATER MEASURING DEVICES, CITYWIDE",F,2019,718000,0,0,0
20180713,S ,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,C,2019,98729238,201127000,156023000,160365000
20180713,PW,PUBLIC BUILDINGS,PW MN331,POLICE ATHLETIC LEAGUE (PAL),C,2019,46000,0,0,0
20180713,ED,ECONOMIC DEVELOPMENT,ED 0831,TRUST FOR GOVERNORS ISLAND,C,2019,17992734,6000000,11375000,9576000
20180713,DP,DOITT DP EQUIPMENT,DP 0001,PURCHASE OF EDP EQUIPMENT FOR DoITT & DESIGN/INSTALL/IMPLEMENT CITYNET,C,2019,0,61601821,72506000,62186000
20180713,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",C,2019,2400000,0,353529169,255264000
20180713,HW,HIGHWAYS,HW 0061,LAND ACQUISITION FOR STREETS & SEWERS,P,2019,23999,0,0,0
20180713,HL,HEALTH,HL DN168,BROOKDALE MEDICAL CENTER,C,2019,372000,0,0,0
20180713,BR,WATERWAY BRIDGES,BR 0270,REHABILITATION OF BROOKLYN BRIDGE,C,2019,284550340,16222000,0,15000000
20180713,CS,ADMIN FOR CHILDREN'S SERVICES,CS DN956,CYPRESS HILLS CHILD CARE CORPORATION,C,2019,3640000,0,0,0
20180713,P ,PARKS,P  0956,"DYKER BEACH PARK, RECONSTRUCTION, BROOKLYN",C,2019,6135243,0,0,0
20180713,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",C,2019,46375,0,0,0
20180713,PU,EDP EQUIP & FINANC COSTS,PU 0016A,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA,C,2019,0,0,0,14791002
20180713,P ,PARKS,P  0950,COMPUTER EQUIPMENT,C,2019,0,5249356,4506000,5139000
20180713,PV,CULTURAL INSTITUTIONS,PV 0475,NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.,C,2019,500000,0,0,0
20180713,HO,HEALTH & HOSPITALS CORP.,HO D003,"HOSPITALS, CITYWIDE",C,2019,11644000,0,0,0
20180713,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,C,2019,148993446,119866000,119437000,121787000
20180713,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",C,2019,2625474,28328000,57376000,17130000
20180713,CO,COURTS,CO 0295,1118 GRAND CONCOURSE - BRONX HOUSING COURT,C,2019,0,0,7061000,0
20180713,HA,HOUSING AUTHORITY,HA X001,"HOUSING AUTHORITY BOROUGH PRESIDENT CAPITAL PROJECTS, THE BRONX",C,2019,750000,0,0,0
20180713,HW,HIGHWAYS,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",C,2019,0,0,66835848,165298000
20180713,PV,CULTURAL INSTITUTIONS,PV DN142,EDUCATIONAL ALLIANCE,C,2019,95000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN381,SEVENTH REGIMENT ARMORY CONSERVANCY,C,2019,875000,0,0,0
20180713,HL,HEALTH,HL R001,"IMPROVEMENTS TO DEPARTMENT OF HEALTH BUILDINGS, STATEN ISLAND",C,2019,1000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN994,FLUX FACTORY,C,2019,1250000,0,0,0
20180713,CO,COURTS,CO 0293,851 GRAND CONCOURSE - BRONX SUPREME COURT BUILDING,C,2019,0,41187889,13102000,11955000
20180713,P ,PARKS,P  0380,"RIVERSIDE PARK, MANHATTAN, GENERAL REHABILITATION.",C,2019,1656000,0,0,0
20180713,HN,HIGHER EDUCATION,HN Q001,QUEENSBOROUGH COMMUNITY COLLEGE,C,2019,1000000,0,0,0
20180713,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",C,2019,0,0,3985568,10253000
20180713,HW,HIGHWAYS,HW 1670,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",F,2019,0,2318573,5619000,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN185,HERE ARTS CENTER,C,2019,86000,0,0,0
20180713,TF,TRAFFIC,TF K005,"TRAFFIC IMPROVEMENTS, BROOKLYN",C,2019,1000000,0,0,0
20180713,HN,HIGHER EDUCATION,HN M005,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, MANHATTAN",C,2019,300000,0,0,0
20180713,SE,SEWERS,SE 0362,"SANITARY SEWERS IN WILLOWBROOK ROAD, ETC.",E,2019,0,0,0,2743997
20180713,HW,HIGHWAYS,HW 0299,"GRADE, PAVE, ETC. RICHMOND HILL ROAD, ETC.",C,2019,0,2802998,0,0
20180713,HW,HIGHWAYS,HW 0669,RECONSTRUCT EBBITTS STREET IN VICINITY OF MANILA PLACE.,C,2019,142000,0,0,685000
20180713,HW,HIGHWAYS,HW 0675,"RECON EAST FORDHAM ROAD, WEBSTER AVE TO 3RD AVE, ETC., THE BRONX",C,2019,0,0,0,349
20180713,HB,HIGHWAY BRIDGES,HB 1070,"BRIDGE PAINTING, CITYWIDE",C,2019,0,45979201,60934000,94812000
20180713,PV,CULTURAL INSTITUTIONS,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2019,400000,179828,0,0
20180713,LN,NEW YORK PUBLIC LIBRARY,LN 0101M,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, MAN. & SYSTEMWIDE",C,2019,0,0,231536,0
20180713,CS,ADMIN FOR CHILDREN'S SERVICES,CS DN972,THE CHILDREN'S VILLAGE,C,2019,282000,0,0,0
20180713,P ,PARKS,P  0245R,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, S.I.",F,2019,0,514,0,0
20180713,HD,HOUSING & DEVELOPMENT,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",F,2019,29316510,5000000,5000000,5000000
20180713,HB,HIGHWAY BRIDGES,HB 1013,"PURCHASE OF EQUIPMENT FOR BRIDGES, CITYWIDE",C,2019,0,0,1702224,1017000
20180713,HL,HEALTH,HL DN01D,"HASC DIAGNOSTIC AND TREATMENT CENTER, INC.",C,2019,450000,0,0,0
20180713,HL,HEALTH,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",C,2019,0,35607915,74735000,54155000
20180713,P ,PARKS,P  1130,"CONSTRUCT AND RECONSTRUCT SHORE PKWY BIKE PATHS, BROOKLYN",C,2019,500000,0,0,0
20180713,CO,COURTS,CO 0080,27 MADISON AVE. - MANHATTAN APPELLATE DIVISION COURTHOUSE - 1ST DEPT.,C,2019,688500,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N784,GREENWOOD HISTORIC FUND,C,2019,1000000,0,0,0
20180713,LN,NEW YORK PUBLIC LIBRARY,LN 0008,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",C,2019,51424093,31648000,8798000,2813000
20180713,PO,POLICE,PO 0163,ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT,C,2019,30719139,26647000,10913000,21582000
20180713,HN,HIGHER EDUCATION,HN R001,"SITE ACQUISITION, CONSTRUCTION, RECONSTRUCTION, IMPROVEMENTS, COMPREHE",C,2019,300000,0,0,9000
20180713,P ,PARKS,P  1246,HUDSON RIVER TRUST,C,2019,49400000,4700000,0,25000000
20180713,SE,SEWERS,SE 0208,"STORM SEWER IN VICTORY BOULEVARD, ETC.",C,2019,0,0,0,4586999
20180713,PV,CULTURAL INSTITUTIONS,PV 0N409,SYMPHONY SPACE,C,2019,2000000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N219,MANHATTAN CLASS COMPANY INC.,C,2019,551402,0,0,0
20180713,F ,FIRE,F  D175,"CITY COUNCIL FUNDED FACILITY IMPROVEMENTS, CITYWIDE",C,2019,6025000,0,0,0
20180713,F ,FIRE,F  0001,"FIRE ALARM COMMUNICATION SYSTEM, CITYWIDE",C,2019,3603991,2400000,3702000,7692000
20180713,PV,CULTURAL INSTITUTIONS,PV 0289,"NEW YORK SHAKESPEARE FESTIVAL/PUBLIC THEATER, IMPROVEMENTS",C,2019,7000000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV XN995,"BRONX DOCUMENTARY CENTER, INC.",C,2019,100000,0,0,0
20180713,C ,CORRECTION,C  0112,PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF CORRECTION,C,2019,6715367,4277000,3761000,3599000
20180713,P ,PARKS,P  0605,BETSY HEAD MEMORIAL PLAYGROUND.,C,2019,26316000,0,0,0
20180713,ED,ECONOMIC DEVELOPMENT,ED 0380,"INDUSTRIAL AND COMMERCIAL DEVELOPMENT, ALL BOROUGHS",C,2019,4295378,3010000,0,0
20180713,HW,HIGHWAYS,HW 0002Q,"RESURFACING OF STREETS, QUEENS",C,2019,10664174,0,0,0
20180713,PW,PUBLIC BUILDINGS,PW KN243,FLATBUSH VOLUNTEERS OF HATZOLOH INC,C,2019,200000,0,0,0
20180713,HN,HIGHER EDUCATION,HN D300,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, CITYWIDE",C,2019,34799000,0,0,0
20180713,HB,HIGHWAY BRIDGES,HB 0643,"RECONSTRUCTION OF BRIDGE, GERRITSEN INLET-BSHP BKLYN",C,2019,0,1924847,58000,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0103,"EL MUSEO DEL BARRIO, MANHATTAN",C,2019,0,0,671,0
20180713,HR,HUMAN RESOURCES,HR 0110,PRIVATE BRANCH EXCHANGE,S,2019,301044,557000,215000,0
20180713,P ,PARKS,P  0704,CONSTRUCTION AND RECONSTRUCTION OF DEPARTMENTAL FACILITIES,C,2019,4643000,20167998,2268000,0
20180713,PW,PUBLIC BUILDINGS,PW DN371,SAMUEL FIELD YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSN (YM & YWHA),C,2019,1602000,0,0,0
20180713,F ,FIRE,F  0001,"FIRE ALARM COMMUNICATION SYSTEM, CITYWIDE",F,2019,0,10312954,0,0
20180713,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",F,2019,3196545,29746000,2240000,1505000
20180713,PW,PUBLIC BUILDINGS,PW DN977,THE EQUITY PROJECT CHARTER SCHOOL,C,2019,150000,0,0,0
20180713,PW,PUBLIC BUILDINGS,PW DN01G,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.",C,2019,44000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0001,LOUIS ARMSTRONG HOUSE,C,2019,1950000,136189,0,0
20180713,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0103,"ARCH., ADMIN. & OTHER COSTS, DEPARTMENT OF ENVIR. PROT (WATER MAINS)",C,2019,15000000,0,0,0
20180713,HW,HIGHWAYS,HW 0614,"RECONSTRUCTION OF BERGEN AVE & STS IN VIC OF AVE T & E71, BKLYN",C,2019,1092443,0,2321000,0
20180713,C ,CORRECTION,C  0138,RIKERS ISLAND INFRASTRUCTURE,C,2019,0,9198423,0,118000
20180713,ED,ECONOMIC DEVELOPMENT,ED 0404,"ECONOMIC DEVELOPMENT FOR INDUSTRIAL, WATERFRONT AND COMMERCIAL PURPOSE",C,2019,0,46060367,5000000,10000000
20180713,HL,HEALTH,HL DN916,THE FLOATING HOSPITAL,C,2019,52000,0,0,0
20180713,HL,HEALTH,HL QN367,ST. MARY'S HEALTHCARE SYSTEM FOR CHILDREN,C,2019,285000,0,0,0
20180713,HW,HIGHWAYS,HW 0384,"REHABILITATION OF THE 47TH AND 49TH STREET BRIDGES, QUEENS",C,2019,0,0,200000,0
20180713,HN,HIGHER EDUCATION,HN Q004,"COMMUNITY COLLEGES' IMPROVEMENTS, QUEENS",C,2019,1000000,1000000,0,0
20180713,SE,SEWERS,SE 0002,CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS,E,2019,0,0,0,5903605
20180713,PV,CULTURAL INSTITUTIONS,PV DN290,NEW 42ND STREET INC.,C,2019,425000,0,0,0
20180713,HB,HIGHWAY BRIDGES,HB 0278,"BQE (278-I) FROM SANDS STREET TO ATLANTIC AVENUE, BROOKLYN",C,2019,0,533163000,535271000,479193000
20180713,AG,DEPARTMENT FOR THE AGING,AG 0002,"PURCHASE OF AUTOS, COMPUTERS, OTHER EQUIP FOR THE AGING, CITYWIDE",C,2019,0,0,1101111,2642000
20180713,HL,HEALTH,HL DN762,"UNION COMMUNITY HEALTH CENTER, INC.",C,2019,148000,0,0,0
20180713,P ,PARKS,P  0060,SOUNDVIEW PARK DEVELOPMENT,C,2019,11133,0,0,0
20180713,RE,REAL PROPERTY,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,C,2019,0,0,86177844,2338000
20180713,PV,CULTURAL INSTITUTIONS,PV D272,"QUEENS BOTANICAL GARDEN, IMPROVEMENTS",C,2019,4100000,0,0,0
20180713,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",S,2019,653825,0,0,0
20180713,LQ,QUEENS BOROUGH PUB. LIB.,LQ D122,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, QNS",C,2019,22349000,4000000,0,0
20180713,C ,CORRECTION,C  0130,"RECONS., CONST., IMPROV., RIKERS IS, P HSE., INCL. EQUIP, ACQ AND RECO",C,2019,204000,0,0,0
20180713,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",S,2019,0,0,645294,1778000
20180713,PV,CULTURAL INSTITUTIONS,PV KN464,"ROULETTE INTERMEDIUM, INC.",C,2019,42000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV D264,"BROOKLYN ACADEMY OF MUSIC, IMPROVEMENTS",C,2019,5000000,0,0,0
20180713,HD,HOUSING & DEVELOPMENT,HD 0007,HPD GREEN PROGRAM,C,2019,13576586,1514000,1514000,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN364,ST. GEORGE THEATER,C,2019,300000,0,0,0
20180713,HL,HEALTH,HL KN023,AMERICAN RED CROSS IN GREATER NEW YORK,C,2019,125000,0,0,0
20180713,HL,HEALTH,HL XN735,"UNION COMMUNITY HEALTH CENTER, INC.",C,2019,144000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N067,WHITNEY MUSEUM OF AMERICAN ART,C,2019,2000000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N704,HISPANIC SOCIETY OF AMERICA,C,2019,1000000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N364,ST. GEORGE THEATER,C,2019,500000,0,0,0
20180713,C ,CORRECTION,C  0075,"CORRECTION FACILITIES, CONSTRUCTION, RECONS & IMPROVEMENTS, CITYWIDE",C,2019,0,42602511,86802000,119305000
20180713,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2019,10899924,5819000,11547000,14681000
20180713,ED,ECONOMIC DEVELOPMENT,ED 0409,"MODERNIZATION, RECONSTRUCTION, PIERS, CITYWIDE",C,2019,55082144,193704000,119436000,0
20180713,HW,HIGHWAYS,HW 0788,"RECONSTRUCTION OF 11TH STREET, QUEENS",F,2019,0,1920000,0,0
20180713,L ,NEW YORK RESEARCH LIBRARY,L  I001,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",C,2019,500000,0,0,0
20180713,HL,HEALTH,HL DN273,MOUNT SINAI HOSPITAL,C,2019,451000,0,0,0
20180713,E ,EDUCATION,E  D001,"CITY COUNCIL, SECTION 254 ADDITIONS",C,2019,163114000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV D502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2019,300000,0,0,0
20180713,PW,PUBLIC BUILDINGS,PW DN586,KIPS BAY BOYS AND GIRLS CLUB,C,2019,2154000,0,0,0
20180713,HD,HOUSING & DEVELOPMENT,HD 0005,MULTIFAMILY PRESERVATION LOAN PROGRAM,C,2019,0,182391,19919000,13747000
20180713,PV,CULTURAL INSTITUTIONS,PV DN010,AFRIKAN POETRY THEATRE,C,2019,500000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV QN656,GREATER RIDGEWOOD HISTORICAL SOCIETY,C,2019,100000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N01L,UNIVERSAL HIP HOP MUSEUM,C,2019,0,4000000,0,0
20180713,P ,PARKS,P  1250,"RECONSTRUCTION/REPLACEMENT OF HVAC AND BOILERS, CITYWIDE",C,2019,3881000,276317,10077000,10077000
20180713,HL,HEALTH,HL QN273,MOUNT SINAI HOSPITAL,C,2019,306000,0,0,0
20180713,HL,HEALTH,HL DN01F,ST. LUKE'S-ROOSEVELT HOSPITAL CENTER INC. D/B/A MOUNT SINAI ST. LUKE'S,C,2019,934000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN831,"GINA GIBNEY DANCE, INC.",C,2019,120000,0,0,0
20180713,HW,HIGHWAYS,HW 0002M,"RESURFACING OF STREETS, MANHATTAN",C,2019,3252644,7810000,8617000,7966000
20180713,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,F,2019,9242000,26604000,0,4500000
20180713,P ,PARKS,P  0056,ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS,C,2019,0,4107000,1770000,1770000
20180713,P ,PARKS,P  0245M,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",P,2019,24344000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV DN375,SECOND STAGE THEATER,C,2019,490000,0,0,0
20180713,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,E,2019,56623356,333461000,493762000,369712000
20180713,HB,HIGHWAY BRIDGES,HB 2934,"RAMP TO NORTHBOUND HENRY HUDSON PARKWAY OVER AMTRAK, MANHATTAN",C,2019,0,17304000,32697000,0
20180713,P ,PARKS,P  0990,RECONSTRUCTION OF ASTORIA PARK POOL,C,2019,1360000,15451000,1451000,0
20180713,PW,PUBLIC BUILDINGS,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",C,2019,0,0,2704860,0
20180713,PV,CULTURAL INSTITUTIONS,PV MN989,"VINEYARD THEATRE AND WORKSHOP CENTER, INC.",C,2019,74000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV 0N655,"COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE, INC.",C,2019,1500000,0,0,0
20180713,HA,HOUSING AUTHORITY,HA D001,HOUSING AUTHORITY CITY COUNCIL CAPITAL SUBSIDIES,C,2019,18911000,0,0,0
20180713,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,S,2019,17875198,0,0,0
20180713,CO,COURTS,CO 0304,60 CENTRE ST. - MANHATTAN SUPREME COURT BUILDING,C,2019,0,9950738,16365000,26462000
20180713,P ,PARKS,P  0715,"ORCHARD BEACH, EXPANSION",C,2019,0,48083985,2070000,0
20180713,P ,PARKS,P  0926,"TOMPKINS SQUARE PARK, RENOVATION, MANHATTAN",C,2019,840000,4200000,560000,0
20180713,HW,HIGHWAYS,HW 0003,IMPROVEMENTS TO HIGHWAY DEPARTMENT FACILITIES,C,2019,0,73622284,50213000,12405000
20180713,PW,PUBLIC BUILDINGS,PW KN382,SHEMA KOLAINU: HEAR OUR VOICES,C,2019,1000000,0,0,0
20180713,WP,WATER POLLUTION CONTROL,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",E,2019,4000000,15317195,21200000,96137000
20180713,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",F,2019,865000,12969000,4286000,0
20180713,CO,COURTS,CO 0300,88-11 SUTPHIN BLVD. - QUEENS SUPREME COURT BUILDING,C,2019,0,9309131,0,0
20180713,HW,HIGHWAYS,HW K005,"REPAVING AND RESURFACING OF STREETS, BROOKLYN",C,2019,1600000,0,0,0
20180713,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",P,2019,8000,0,0,0
20180713,HW,HIGHWAYS,HW 0002K,"RESURFACING OF STREETS, BROOKLYN",C,2019,2550964,0,206000,0
20180713,P ,PARKS,P  0822,"STREET AND PARK TREE PLANTING, CITYWIDE",C,2019,0,73977241,43535000,6778000
20180713,P ,PARKS,P  1245,"RECONSTRUCTION, WATERFRONT PARKS & PLAYGROUNDS, CITY WIDE",C,2019,7938000,0,0,0
20180713,ED,ECONOMIC DEVELOPMENT,ED 0319,BROOKLYN NAVY YARD,F,2019,0,6451296,9451000,9451000
20180713,PW,PUBLIC BUILDINGS,PW DN460,YOUNG MEN'S CHRISTIAN ASSOCIATION (YMCA) OF GREATER NEW YORK,C,2019,1000000,0,0,0
20180713,HB,HIGHWAY BRIDGES,HB 4529,"WEST 155TH STREET PEDESTRIAN BRIDGE OVER AMTRAK, MANHATTAN",C,2019,160000,13977000,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV QN413,THEATER ET AL INC. D/B/A THE CHOCOLATE FACTORY,C,2019,447000,0,0,0
20180713,ED,ECONOMIC DEVELOPMENT,ED M075,"ACQUISTION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, MANHATTAN",C,2019,102000,0,0,0
20180713,P ,PARKS,P  D018,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: MANHATTAN",C,2019,12658000,0,0,0
20180713,HB,HIGHWAY BRIDGES,HB 1189,"RECONSTRUCT W 79TH ST/79TH ST BOAT BASIN 30TH ST BRANCH, MANHATTAN",F,2019,29369000,0,0,0
20180713,HW,HIGHWAYS,HW 0274,"GRADE, PAVE, ETC. BROOKVILLE BOULEVARD, ETC.",C,2019,796519,20640000,0,0
20180713,HW,HIGHWAYS,HW D200,"SIDEWALK AND CURB CONSTRUCTION, CITYWIDE",C,2019,2000000,0,0,0
20180713,PV,CULTURAL INSTITUTIONS,PV D464,"WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS, THE BRONX",C,2019,900000,0,0,0
20180713,PO,POLICE,PO M185,"PURCHASE AND INSTALLATION OF EQUIPMENT, MANHATTAN",C,2019,40000,0,0,0
20180713,E ,EDUCATION,E  M4001,FIT,C,2019,100000,0,0,0
20180713,PW,PUBLIC BUILDINGS,PW MN977,THE EQUITY PROJECT CHARTER SCHOOL,C,2019,100000,0,0,0
20180713,HR,HUMAN RESOURCES,HR K001,"ACQUIS CON RECON & IMPROVE TO HRA FACILITIES, BKLYN",C,2019,2200000,0,0,0
20180713,HD,HOUSING & DEVELOPMENT,HD 0157,ASSOCIATED COSTS - OTHER SITES,C,2019,0,0,0,4905631
20180713,CO,COURTS,CO 0290,NEW BRONX CRIMINAL COURT - PHASE 1,C,2019,50400,140000,705000,0
20180713,T ,TRANSIT AUTHORITY,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,C,2019,0,0,4000000,4000000
20180713,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,E,2019,0,0,0,92512516
20180713,PW,PUBLIC BUILDINGS,PW DN361,SAFE HORIZON,C,2019,41000,0,0,0
20180713,P ,PARKS,P  0581,"ROCKAWAY BEACH, BOARDWALK REDECKING",F,2019,300000,0,0,0
